W,CalCOFI0903JD,3/8/2009,,3/8/2009 16:30,8:00:00,3/9/2009 0:30,,,32.44166667,-118.3465,DLC,AMH,G,7,OV,80,242,262,M,,,2,1,,,,239,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0903JD,3/9/2009,,3/9/2009 10:27,8:00:00,3/9/2009 18:27,,,31.67233333,-119.9305,AMH,DLC,F,6,OV,100,0,0,N,,,4,6,,,,242,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0903JD,3/9/2009,,3/9/2009 11:00,8:00:00,3/9/2009 19:00,,,31.62883333,-120.0196667,AMH,DLC,F,6,OV,100,0,0,N,,,3,6,,,,242,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,
W,CalCOFI0903JD,3/9/2009,,3/9/2009 15:02,8:00:00,3/9/2009 23:02,,,31.498,-120.3183333,AMH,DLC,P,6,OV,80,0,0,N,,,5,6,,,,250,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0903JD,3/9/2009,,3/9/2009 15:21,8:00:00,3/9/2009 23:21,,,31.47266667,-120.367,AMH,DLC,P,6,OV,80,206,282,SL,,,5,6,,,,240,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,GLARE IS INTERMITTENT BETWEEN M AND N DUE TO CLOUD COVER
W,CalCOFI0903JD,3/10/2009,,3/10/2009 12:00,8:00:00,3/10/2009 20:00,,,30.46266667,-122.3206667,DLC,AMH,P,5,OV,100,0,0,N,,,5,7,,,,246,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0903JD,3/10/2009,,3/10/2009 12:54,8:00:00,3/10/2009 20:54,,,30.40166667,-122.4643333,DLC,AMH,F,5,OV,100,0,0,N,,,4,5,,,,246,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0903JD,3/10/2009,,3/10/2009 14:51,8:00:00,3/10/2009 22:51,,,30.2495,-122.7735,DLC,AMH,F,5,OV,100,201,284,M,,,4,5,,,,246,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0903JD,3/11/2009,,3/11/2009 7:53,8:00:00,3/11/2009 15:53,,,30.5345,-123.7973333,DLC,AMH,F,6,PC,65,86,104,M,,,4,4,,,,62,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,GLARE INTERMITTENT DUE TO CLOUD COVER.
W,CalCOFI0903JD,3/11/2009,,3/11/2009 8:22,8:00:00,3/11/2009 16:22,,,30.57016667,-123.7185,DLC,AMH,F,5,LR,65,0,0,N,,,4,4,,,,62,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,HAZY ON STARBOARD SIDE.
W,CalCOFI0903JD,3/11/2009,,3/11/2009 8:32,8:00:00,3/11/2009 16:32,,,30.5825,-123.691,DLC,AMH,F,6,PC,65,75,127,SE,,,4,4,,,,62,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0903JD,3/11/2009,,3/11/2009 9:21,8:00:00,3/11/2009 17:21,,,30.64283333,-123.557,DLC,AMH,F,6,PC,65,89,151,M,,,3,4,,,,62,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,INTERMITTENT GLARE DUE TO CLOUD COVER.
W,CalCOFI0903JD,3/11/2009,,3/11/2009 10:21,8:00:00,3/11/2009 18:21,,,30.71933333,-123.3988333,DLC,AMH,F,6,PC,65,89,151,M,,,4,4,,,,62,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0903JD,3/11/2009,,3/11/2009 14:37,8:00:00,3/11/2009 22:37,,,30.873,-123.1063333,DLC,AMH,F,6,PC,65,0,0,N,,,3,4,,,,62,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0903JD,3/12/2009,,3/12/2009 10:55,8:00:00,3/12/2009 18:55,,,31.87133333,-121.0588333,AMH,DLC,F,6,PC,50,109,188,SL,,,4,3,,,,57,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0903JD,3/12/2009,,3/12/2009 12:12,8:00:00,3/12/2009 20:12,,,31.97516667,-120.8536667,AMH,DLC,F,6,OV,80,0,0,N,,,4,3,,,,57,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0903JD,3/12/2009,,3/12/2009 17:01,8:00:00,3/13/2009 1:01,,,32.17483333,-120.465,AMH,DLC,F,6,OV,80,0,0,N,,,5,3,,,,54,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0903JD,3/13/2009,,3/13/2009 10:12,8:00:00,3/13/2009 18:12,,,32.9735,-118.8318333,AMH,DLC,G,5,OV,95,89,157,SL,,,2,1,,,,59,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0903JD,3/13/2009,,3/13/2009 10:58,8:00:00,3/13/2009 18:58,,,33.038,-118.6986667,AMH,DLC,G,6,OV,95,0,0,N,,,2,1,,,,59,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0903JD,3/13/2009,,3/13/2009 17:07,8:00:00,3/14/2009 1:07,,,33.32516667,-118.007,AMH,DLC,G,6,HA,15,0,0,N,,,2,1,,,,56,,,,,,,,,,,,,,,,,OFF,,OFF,,,,,,,,,,,,,,
W,CalCOFI0903JD,3/14/2009,,3/14/2009 8:06,8:00:00,3/14/2009 16:06,,,33.59466667,-118.4966667,DLC,AMH,G,6,OV,80,0,0,N,,,2,2,,,,313,,,,,,,,,,,,,,,,,OFF,,OFF,,,,,,,,,,,,,,
W,CalCOFI0903JD,3/14/2009,,3/14/2009 8:34,8:00:00,3/14/2009 16:34,,,33.66183333,-118.5285,DLC,AMH,G,6,HA,80,82,126,M,,,2,2,,,,313,,,,,,,,,,,,,,,,,OFF,,OFF,,,,,,,,,,,,,,
W,CalCOFI0903JD,3/14/2009,,3/14/2009 9:15,8:00:00,3/14/2009 17:15,,,33.77733333,-118.4903333,DLC,AMH,G,6,HA,100,0,0,N,,,2,2,,,,13,,,,,,,,,,,,,,,,,OFF,,OFF,,,,,,,,,,,,,,
W,CalCOFI0903JD,3/14/2009,,3/14/2009 13:50,8:00:00,3/14/2009 21:50,,,33.944,-118.7585,DLC,AMH,G,7,HA,70,0,0,N,,,2,2,,,,283,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0903JD,3/15/2009,,3/15/2009 17:35,8:00:00,3/16/2009 1:35,,,32.87966667,-120.58,AMH,DLC,F,6,PC,40,252,273,SL,,,4,4,,,,243,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,
W,CalCOFI0903JD,3/16/2009,,3/16/2009 17:35,8:00:00,3/17/2009 1:35,,,31.62633333,-123.1723333,DLC,AMH,G,6,CL,10,246,284,SE,,,4,3,,,,240,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,
W,CalCOFI0903JD,3/17/2009,,3/17/2009 7:32,8:00:00,3/17/2009 15:32,,,32.0725,-123.845,AMH,DLC,P,6,PC,30,86,104,SE,,,5,6,,,,62,,,,,,,,,,,,,,,,,OFF,,ON,,,,,,,,,,,,,,
W,CalCOFI0903JD,3/17/2009,,3/17/2009 8:05,8:00:00,3/17/2009 16:05,,,32.117,-123.7583333,AMH,DLC,P,6,PC,30,64,111,SE,,,5,6,,,,62,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0903JD,3/17/2009,,3/17/2009 9:07,8:00:00,3/17/2009 17:07,,,32.19583333,-123.5963333,AMH,DLC,P,6,OV,95,91,131,SL,,,5,6,,,,62,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0903JD,3/17/2009,,3/17/2009 9:31,8:00:00,3/17/2009 17:31,,,32.22483333,-123.5348333,AMH,DLC,UX,6,PC,60,77,145,SE,,,6,6,,,,62,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0903JD,3/17/2009,,3/17/2009 13:42,8:00:00,3/17/2009 21:42,,,32.36033333,-123.3001667,AMH,DLC,UX,6,PC,30,0,0,N,,,6,8,,,,63,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
W,CalCOFI0903JD,3/19/2009,,3/19/2009 11:26,8:00:00,3/19/2009 19:26,,,34.24333333,-119.5905,DLC,AMH,F,2,LF,80,0,0,N,,,2,2,,,,312,,,,,,,,,,,,,,,,,ON,,ON,,,,,,,,,,,,,,
