SB,CalCOFI0607NH,7/8/2006,10:44,7/8/2006 10:44,7:00:00,7/8/2006 17:44,,,32.95983,-117.29983,DLC,DLC,,,,,,,,,,,,2,DLC,,233,86,,700,,,,,,27,15,35,ND,Dsp,,,,OFF,,OFF,,2,,,,,,,,,,,,
SB,CalCOFI0607NH,7/8/2006,10:44,7/8/2006 10:44,7:00:00,7/8/2006 17:44,,,32.95983,-117.29983,ABD,ABD,,,,,,,,,,,,1,ABD,,233,346,,300,,,,,,25,,,ND,Dc,,,,OFF,,OFF,,2,,,,,,,,,,,,"On station 93/26.7, off effort observation.  "
SB,CalCOFI0607NH,7/8/2006,14:14,7/8/2006 14:14,7:00:00,7/8/2006 21:14,,,33.09750,-117.39333,DLC,AH,,,,,,,,,,,,3,AH,,330,350,1.4,955,,,,,,18,15,20,0,Dsp,,,,ON,,OFF,,1,,,,,,,,,,,,
SB,CalCOFI0607NH,7/8/2006,16:41,7/8/2006 16:41,7:00:00,7/8/2006 23:41,,,33.24411,-117.46639,DLC,AH,,,,,,,,,,,,4,AH,,169,219,1.2,1084,,,,,,2,,,0,UNID_CETAC,,,,ON,,OFF,,1,,,,,,,,,,,,"Possibly BM, large columnar blows.  1 PV associated."
SB,CalCOFI0607NH,7/8/2006,16:52,7/8/2006 16:52,7:00:00,7/8/2006 23:52,,,33.24239,-117.47052,DLC,AH,,,,,,,,,,,,5,AH,,169,210,0.8,1485,,,,,,100,90,115,ND,Dsp,,,,ON,,OFF,,2,,,,,,,,,,,,
SB,CalCOFI0607NH,7/8/2006,17:05,7/8/2006 17:05,7:00:00,7/9/2006 0:05,,,33.23048,-117.47256,DLC,AH,,,,,,,,,,,,6,AH,,169,216,0.8,1485,,,,,,1,,,0,UNID_CETAC,,,,ON,,OFF,,1,,,,,,,,,,,,Dolphins from S#5 associated with whale
SB,CalCOFI0607NH,7/8/2006,17:10,7/8/2006 17:10,7:00:00,7/9/2006 0:10,,,33.21604,-117.46914,DLC,AH,,,,,,,,,,,,7,AH,,169,211,0.6,1827,,,,,,2,,,0,UNID_CETAC,,,,ON,,OFF,,0,,,,,,,,,,,,Unid large whale
SB,CalCOFI0607NH,7/8/2006,17:13,7/8/2006 17:13,7:00:00,7/9/2006 0:13,,,33.20731,-117.46713,DLC,AH,,,,,,,,,,,,8,AH,,169,232,0.4,2385,,,,,,2,,,0,UNID_CETAC,,,,ON,,OFF,,0,,,,,,,,,,,,Unid large whale
SB,CalCOFI0607NH,7/8/2006,17:24,7/8/2006 17:24,7:00:00,7/9/2006 0:24,,,33.17501,-117.45977,DLC,AH,,,,,,,,,,,,9,AH,,169,205,1.2,1084,,,,,,91,76,104,1,Dc,Dd,99,1,ON,,OFF,,1,5,,,,,,,,,,,Widely spread group with one delphis in group.  Calf = Dc
SB,CalCOFI0607NH,7/8/2006,17:28,7/8/2006 17:28,7:00:00,7/9/2006 0:28,,,33.16324,-117.45723,DLC,AH,,,,,,,,,,,,12,DLC,,163,103,,200,,,,,,50,,,ND,Dsp,,,,ON,,OFF,,2,,,,,,,,,,,,
SB,CalCOFI0607NH,7/8/2006,17:28,7/8/2006 17:28,7:00:00,7/9/2006 0:28,,,33.16324,-117.45723,DLC,AH,,,,,,,,,,,,11,DLC,,163,132,,300,,,,,,1,,,0,Bm,,,,ON,,OFF,,1,,,,,,,,,,,,
SB,CalCOFI0607NH,7/8/2006,17:28,7/8/2006 17:28,7:00:00,7/9/2006 0:28,,,33.16324,-117.45723,DLC,AH,,,,,,,,,,,,10,AH,,163,216,0.4,2385,,,,,,2,,,0,Bm,,,,ON,,OFF,,1,,,,,,,,,,,,
SB,CalCOFI0607NH,7/8/2006,17:32,7/8/2006 17:32,7:00:00,7/9/2006 0:32,,,33.15147,-117.45485,DLC,AH,,,,,,,,,,,,13,AH,,163,174,,50,,,,,,30,,,ND,Dd,,,,ON,,OFF,,2,5,,,,,,,,,,,
SB,CalCOFI0607NH,7/8/2006,17:32,7/8/2006 17:32,7:00:00,7/9/2006 0:32,,,33.15147,-117.45485,DLC,AH,,,,,,,,,,,,14,AH,,163,185,1,1253,,,,,,1,,,0,Bm,,,,ON,,OFF,,1,,,,,,,,,,,,
SB,CalCOFI0607NH,7/8/2006,17:41,7/8/2006 17:41,7:00:00,7/9/2006 0:41,,,33.12515,-117.44956,DLC,AH,,,,,,,,,,,,15,AH,,163,311,0.8,1485,,,,,,2,,,0,Bm,,,,ON,,OFF,,1,,,,,,,,,,,,Possibly same group as S#11
SB,CalCOFI0607NH,7/8/2006,18:08,7/8/2006 18:08,7:00:00,7/9/2006 1:08,,,33.04707,-117.43075,DLC,DLC,,,,,,,,,,,,16,DLC,,257,248,1.2,1084,,,,,,3,,,0,Bm,,,,OFF,,OFF,,1,,,,,,,,,,,,Off effort sighting while on station
SB,CalCOFI0607NH,7/9/2006,8:07,7/9/2006 8:07,7:00:00,7/9/2006 15:07,,,32.52108,-118.22993,AH,DLC,G,8,OV,98,,,,,,3,2,17,DLC,,234,283,1,1253,,,,,,20,,,ND,DSP,,,,ON,,ON,,2,,,,,,,,,,,,
SB,CalCOFI0607NH,7/9/2006,8:40,7/9/2006 8:40,7:00:00,7/9/2006 15:40,,,32.52227,-118.24630,AH,DLC,,,,,,,,,,,,18,AH,,234,180,2.4,601,,,,,,18,15,20,ND,DSP,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI0607NH,7/9/2006,9:19,7/9/2006 9:19,7:00:00,7/9/2006 16:19,,,32.48412,-118.32205,AH,DLC,,,,,,,,,,,,19,AH,,234,225,2.6,560,,,,,,150,120,175,2,Dd,,,,ON,,ON,,2,5,,,,,,,,,,,
SP,CalCOFI0607NH,7/9/2006,9:22,7/9/2006 9:22,7:00:00,7/9/2006 16:22,,,32.47939,-118.33012,AH,DLC,,,,,,,,,,,,19,DLC,,234,354,5.4,285,,,,,,150,121,175,2,Dd,,,,ON,,ON,,2,,,,,,,,,,,,
SB,CalCOFI0607NH,7/9/2006,13:18,7/9/2006 13:18,7:00:00,7/9/2006 20:18,,,32.34919,-118.58955,AH,DLC,,,,,,,,,,,,20,DLC,,241,280,1.2,1084,,,,,,250,200,300,ND,DSP,,,,ON,,ON,,2,,,,,,,,,,,,
SP,CalCOFI0607NH,7/9/2006,13:23,7/9/2006 13:23,7:00:00,7/9/2006 20:23,,,32.35068,-118.59874,AH,DLC,,,,,,,,,,,,20,DLC,,241,301,2.4,601,,,,,,300,250,201,ND,DSP,,,,ON,,ON,,2,,,,,,,,,,,,
SB,CalCOFI0607NH,7/9/2006,13:47,7/9/2006 13:47,7:00:00,7/9/2006 20:47,,,32.31003,-118.66280,AH,DLC,,,,,,,,,,,,21,AH,,241,160,5,307,,,,,,18,15,20,ND,UD,,,,ON,,ON,,1,,,,,,,,,,,,
SB,CalCOFI0607NH,7/9/2006,17:18,7/9/2006 17:18,7:00:00,7/10/2006 0:18,,,32.16267,-118.90554,DLC,DLC,,,,,,,,,,,,22,DLC,,244,286,1.6,854,,,,,,1,,,0,Bm,,,,OFF,,ON,,9,,,,,,,,,,,,Fluke up dive
SB,CalCOFI0607NH,7/10/2006,12:54,7/10/2006 12:54,7:00:00,7/10/2006 19:54,,,31.18970,-120.93468,DLC,AH,,,,,,,,,,,,23,AH,,235,54,,50,,,,,,15,,,0,Dd,,,,ON,,OFF,,2,5,,,,,,,,,,,"Came up to ship while on station, off effort sighting."
SB,CalCOFI0607NH,7/10/2006,13:24,7/10/2006 13:24,7:00:00,7/10/2006 20:24,,,31.19638,-120.94483,DLC,AH,,,,,,,,,,,,24,DLC,,234,196,4.2,361,,,,,,1,,,0,UNID_CETAC,,,,ON,,ON,,1,,,,,,,,,,,,"Possible BM, smaller blow than typical BM, but mottled back. Shallow surfacing no dorsal fin observed."
SB,CalCOFI0607NH,7/10/2006,13:46,7/10/2006 13:46,7:00:00,7/10/2006 20:46,,,31.20235,-120.96036,DLC,AH,,,,,,,,,,,,25,AH,,235,304,1.2,1084,,,,,,1,,,0,Pm,,,,ON,,ON,,3,,,,,,,,,,,,
SP,CalCOFI0607NH,7/10/2006,13:49,7/10/2006 13:49,7:00:00,7/10/2006 20:49,,,31.19737,-120.96852,DLC,AH,,,,,,,,,,,,25,AH,,235,28,0.4,2385,,,,,,1,,,0,Pm,,,,ON,,ON,,3,,,,,,,,,,,,
SB,CalCOFI0607NH,7/10/2006,13:49,7/10/2006 13:49,7:00:00,7/10/2006 20:49,,,31.19737,-120.96852,DLC,AH,,,,,,,,,,,,26,AH,,235,273,,300,,,,,,10,,,0,Dd,,,,ON,,ON,,2,5,,,,,,,,,,,
SB,CalCOFI0607NH,7/12/2006,15:00,7/12/2006 15:00,7:00:00,7/12/2006 22:00,,,31.41767,-121.99033,AH,AH,,,,,,,,,,,,27,AH,,290,19,,20,,,,,,16,15,20,ND,Dd,,,,OFF,,OFF,,1,5,,,AMS,DIGITAL,4,,,,,,"On station 90/80, DD circling ship."
SB,CalCOFI0607NH,7/12/2006,18:00,7/12/2006 18:00,7:00:00,7/13/2006 1:00,,,31.49000,-121.89467,DLC,AH,,,,,,,,,,,,28,DLC,,61,33,1,1253,,,,,,1,,,0,Pm,,,,ON,,ON,,1,,,,,,,,,,,,"On effort, observed during low beaufort 6 conditions."
SB,CalCOFI0607NH,7/13/2006,8:34,7/13/2006 8:34,7:00:00,7/13/2006 15:34,,,32.28000,-120.29317,AH,AH,,,,,,,,,,,,29,AH,,62,37,,100,,,,,,12,8,16,0,Dd,,,,OFF,,ON,,1,5,,,,,,,,,,,
SB,CalCOFI0607NH,7/13/2006,8:56,7/13/2006 8:56,7:00:00,7/13/2006 15:56,,,32.30233,-120.23583,AH,AH,,,,,,,,,,,,30,AH,,64,343,0.8,1485,,,,,,30,25,45,ND,UD,,,,OFF,,ON,,2,,,,,,,,,,,,
